Date,Close,text
2023-09-20,132.0,A 250 ml Smart vodka retail at ksh.150 while 250ml chrome retails at 250. Smart is cheap coz the makers evade taxes while EABL pays taxes. At the end EABL encounters slow sales
2023-09-20,132.0,I thank Hon Sharon Keter UDA nominated MCA from Baringo & her charitable foundation for another successful life-changing mission in Baringo.  Ghost Samora Machel Kasarani Baba the 6th EABL Bayern Munich kate Actress Ngong Khalwale Kalonzo Benny Hinn Erik Alvarez Newcastle LGBTQ
2023-09-20,132.0,"On set..Let’s chat with Brigid Wambua, Brand Manager, Smirnoff @EABL_PLC #Ecurve #Iwake @MbathaLaura @zaitun_ali @Starford_KE #KTNWelcomeHome"
2023-09-20,132.0,⚠️sedan/car seat covers.  Well designed to fit your car.  Delivery/fitting countrywide Kenya     ☎️0724457647   Eldoret Marriage  Smirnoff Waist 34 Senator Gloria Orwoba Kennar Mang'u High School Rachel Ruto eabl   DJ Grauchi Kalonzo
2023-09-20,132.0,📍car seat covers.  Leather upholstery  Delivery and fitting countrywide     ☎️0724457647   Eldoret Marriage  Smirnoff Waist 34 Senator Gloria Orwoba Kennar Mang'u High School Rachel Ruto eabl   DJ Grauchi Kalonzo
2023-09-20,132.0,"Don't miss tonight's #ECURVE at 10pm as we chat with the Brigid Wambua, the Brand Manager of Smirnoff, East Africa Breweries Limited @EABL_PLC 🍸🎉   Hosts: @zaitun_ali @MbathaLaura @GildaNaibei  Producer: @yustaseggy #Ecurve #SmirnoffEABL #KTNWelcomeHome"
2023-09-15,130.0,"I won Smirnoff Battle of the Beats season 2 in Thika, but EABL hasn't given me a chance to join their events. It's strange to see some DJs getting opportunities they might not really deserve."
2023-09-13,137.0,"In EABL wajaribu tu chrome ispil , tutalamba lami 🤣"
2023-09-11,130.0,EABL aiko ethopia....why would it be included kwa TUSKER mzee
2023-09-06,130.0,"Our economy is $50Bn , a tenth of South Africa's hence. All the top companies in Uganda are foreign. So if the MTN Group and ABSA  and STANBIC Group and  EABL Group CEOs went , why would the CEO of the Ugandan subsidiary  have to go?"
2023-09-04,132.0,"@EABL_PLC even if it’s free, there’s no way I’m returning to watch @tusker_fc home game . Standing for 90+3 min is no easy task"
2023-08-30,132.0,@EABL_PLC    Hope  now  you can  collect  your  chrome   detergents   glass  bottles  littering the  whole  country.
2023-08-25,132.0,Good move  to improving our climate
2023-08-21,127.0,"In a world where you can be anything, be kind #tusker @EABL_PLC"
2023-08-21,127.0,Hio imeandikwa EABL labda ni tablets za tusker
2023-08-21,127.0,si muunde chrome pineapple. Sales zitaenda 📈
2023-08-18,125.25,Pilsner was sucking life from you.
2023-08-18,125.25,Ulikua Usha sample hio pilsner kabla ya shoot.😂😂
2023-08-18,125.25,"Na zile Ads za ""Pilsner imara kama simba""  Now imara kama simba inatoa sauti ya kanyuinyui."
2023-08-18,125.25,Pilsner League of Kings Pool challenge was 🔥
2023-08-18,125.25,"Pilsner, baada ya kazi!"
2023-08-18,125.25,Hapa ulikua unakaa tu hiyo pilsner
2023-08-18,125.25,kibuika with pilsner
2023-08-18,125.25,..mkuu😂😂..Wewe ndio ulimaliza pilsner
2023-08-18,125.25,"Mind your business! Meanwhile, this was when @EABL_PLC had real marketing/brand managers. They listened to the ground and gave the people what they wanted, none of this WOKE shit they are propagating. Pilsner Pool Challenge was a good idea"
2023-08-18,125.25,EABL should bring back Tusker Project Fame and do away Octobafest.
2023-08-18,125.25,@EABL_PLC @tuskerlite @TuskerMaltLager you are letting #FootballKE DOWN with this horrible pitch.  Ksh. 100M can totally change the face of #RuarakaComplex And improve our sport
2023-08-17,131.5,"2. British American Tobacco Uganda (BATU) - 15,000.00 UGX 🚀 Top Losers: 1. MTN Uganda Limited (MTNU) - 170.98 UGX (-0.57%) 📉 Biggest Moves: 1. East African Breweries Limited (EABL) - 3,544.19 UGX 🌟 Hope that helps! Let me know if you need any more info. 😄 @USEUganda @BOU"
2023-08-16,134.0,"This, therefore, means that the decision by Guinness PLC in 2000 to acquire a majority shareholding of EABL was against the public interest, says Rono in the petition filed in June.   https://nairobilawmonthly.com/cma-defends-approving-eabl-share-acquisition/"
2023-08-15,135.0,"Pombe poor Quality ndio @EABL_PLC @KWAL @UDV wanafaa Ku support gava to fight bana Hii story ya kununua Konyagi, Chrome Gin/Vodka, Gilbeys kwa Wines ama Supermarket unakunywa ama kama umefunga macho haileti shangwe... Compromising life for profit is what should be dealt with."
2023-08-15,135.0,"You forget quite easily,do you remember towards elections, eabl claimed they stopped chrome production in June 22  but the supply remained steadfast untill late into Dec 22,where was the supply coming from?"
2023-08-15,135.0,"People think chrome vodka & gin are for people who don't have money but in retrospect, they are @EABL_PLC brands and are hard to counterfeit. I'd drink Chrome any day."
2023-08-14,139.75,Drink only twice in week & avoid buying people... @StopDrinking4vr @EABL_PLC Fake liquor has come down especially Tusker & Whitecap...
2023-08-11,134.0,"Anyone who has tried this came back to tell me how dope it is! On this, eabl did a good one! Try the Smirnoff pineapple punch kama hujaTry & you won't regret. Buy from ke.thebar.com kitu leeegiiit! If in thika, scan beverages is your plug 💚"
2023-08-10,140.0,https://www.monitor.co.ug/uganda/oped/columnists/charles-onyango-obbo/come-uganda-coffee-dance-with-me-4330598?s=09 Very telling about the long haul that Uganda's coffee is still enduring.Thank you Ndugu @cobbo3 That someone was paid huge sums ostensibly to teach us how to drink coffee is a bit annoying!  @EABL_PLC @tahakanizibwa @ortega something for you too.
2023-08-10,140.0,"If Uganda Waragi is better than any vodka out there, and it was globally available, we probably would get $5-10 billion and we wouldn't be getting so agitated over coffee.  The reason it isn't a global drink has partly to do with the product politics of its maker EABL -  @cobbo3"
2023-08-07,143.0,@EABL_PLC ati chrome gin ni soda kwa streets?
2023-08-02,154.0,Good day my guys. I'd love to share some stuff with you. Nitume wapi? We have alot of new items that we haven't posted yet. And alot of stuff from chrome gin and vodka and also other brands from eabl.
2023-08-01,141.0,"One big issue for EABL is demand elasticity. All factors held constant, a sharp increase in the price of, say Tusker, would lead to a decrease in the levels of its consumption."
2023-08-01,141.0,East Africa’s macroeconomic slowdown hurts EABL earnings.  👉 Counterfeits and the informal alcohol industry is increasingly eating into @EABL_PLC’s mainstream market.  Learn more 👉 https://cutt.ly/TwsOpmqc #EastAfrica #EABL #MacroEconomic #Kenya #Uganda https://theexchange.africa/regional-markets/east-africas-macro-economic-slowdown-hurts-eabl-earnings/
2023-08-01,141.0,"Throughout the month, I’ll break down each category and share what I own.   Currently Adding: VOO, SCOM, COOP and MTN Uganda.   Strongly considering: Standard Bank (SA), EABL (Kenya) & Visa (US)  Wishing to own: NMB (TZ)"
2023-07-28,149.0,"@EABL_PLC Tusker FC Makes us equal,has no equal"
2023-07-28,149.0,"[BUSINESS] EABL full-year profit drops by Sh3b as struggling Kenyans drink less: EABL, known for its flagship Tusker beer, saw its net earnings decline 20.8 per cent to Sh12.3 billion in the full-year period to .. https://www.standardmedia.co.ke/business/article/2001478202/eabl-full-year-profit-drops-by-sh3b-as-struggling-kenyans-drink-less"
2023-07-28,149.0,Reminds me of Aga Khan Foundation   Serena Hotel
2023-07-28,149.0,"Disaggregation of EABL [@EABL_PLC] net sales by country.  Kenya, Uganda & Tanzania recorded lower growth in FY 2023 compared to last 2 years."
2023-07-28,149.0,EABL Sales growth Uganda - 17% Tanzania - 1%  Kenya - (Negative)4%
2023-07-28,149.0,"@EABL_PLC Tusker FC Makes us equal,has no equal"
2023-07-28,149.0,"[BUSINESS] EABL full-year profit drops by Sh3b as struggling Kenyans drink less: EABL, known for its flagship Tusker beer, saw its net earnings decline 20.8 per cent to Sh12.3 billion in the full-year period to .. https://www.standardmedia.co.ke/business/article/2001478202/eabl-full-year-profit-drops-by-sh3b-as-struggling-kenyans-drink-less"
2023-07-28,149.0,Reminds me of Aga Khan Foundation   Serena Hotel
2023-07-28,149.0,"Disaggregation of EABL [@EABL_PLC] net sales by country.  Kenya, Uganda & Tanzania recorded lower growth in FY 2023 compared to last 2 years."
2023-07-28,149.0,EABL Sales growth Uganda - 17% Tanzania - 1%  Kenya - (Negative)4%
2023-07-27,165.0,EABL says Kenyans showed them bad things by reducing beer consumption as it raised prices. The company says sales volumes declined by 7% in the financial year to June 2023. EABL enjoyed booming business in Uganda where earnings went up by 17% but in Kenya they fell by 4% #eabl
2023-07-27,165.0,"Having successfully expanded its operations into neighbouring countries like Uganda, Tanzania, and Rwanda, EABL's regional presence opens up exciting growth opportunities."
2023-07-26,164.0,Pilsner Red Top @ Lake Nyabihoko. @EABL_PLC #ExploreUganda
2023-07-24,160.75,FT Gor 3-0 Tusker Beer tatu please any EABL brand please #footballKE.
2023-07-24,160.75,Eabl Walisema chrome iliacha kumanufacturiwa 2020... Tunakunywa changaa manze 😣
2023-07-20,164.0,"Kumbe through that website kuna Merch. Eabl have running shoes for 8k, they're yellow with the Tusker Logo. Imo, perfect gifts kwanza kwa wazungu.  Sisi kama Scan beverages, we have our own Merchandise you can put kwa mix but ours is free... a Hoodie. Hoodie + shoes 🔥🔥"
2023-07-20,164.0,Ii yao ata si ya EABL. ni ya hio kampuni flani inajiita Kenyan Originals. Kamtungi ka keg ni ka 25 litres. Keg inaonja kama Tusker lite bana.
2023-07-19,164.0,I think @namewell is EABL employee you can't tell me that man is a tusker fan for free. #footballKE https://nitter.projectsegfau.lt/i/spaces/1BRJjZZyXjRJw
2023-07-14,165.0,"Chrome Gin is just a brand name huko EABL, so Gin is produced huko"
2023-07-14,165.0,I just spoke to one guy from EABL and he told me Chrome Gin (Mzinga) hasn't been available for a while. I wonder what you're drinking guys.
2023-07-12,164.75,@EABL_PLC  mnasema aje @tusker_fc
2023-07-07,157.0,@EABL_PLC mumesema pia Chrome will be there no matter what😂😂😂
2023-07-06,160.0,"😂😂 bruh Tusker tuko na quality stuff only, hata this transfer window tunaezakuchukua tukueke bench then side hustle yako tukupee kupanga crates pale EABL after match/training 😂😂😂"
2023-07-05,158.0,"Back when sportpesa was sponsoring KPL & Gor+AFC, the govt shd have struck a deal with them(give them incentives) to give back to sports industry through building standard pitches for the 2 clubs,same for EABL/Tusker fc, KPA/Bandari. We wd be having atleast 4 standard pitches."
2023-07-03,160.0,"Oi @EABL_PLC  long time fan, first time writer. 🥺👉🏾👈🏾 I'd love that #Pilsner endorsement deal. Got some cool cats who vouch for me @frasha & @MwalimChurchill"
2023-06-30,155.0,"Football aside, Manchester United is among the worst managed businesses, How can a biz neglect her flagship biz Football and stadium(Old Trafford). It is like EABL neglecting Tusker or Apple neglecting IPhone."
2023-06-29,156.0,EABL Kisumu and Tusker - biomass power from burning organic waste that would otherwise be taken to landfills. The beer manufacturer is expected to use the waste of its production processes to fuel the facilities plants. https://www.businessdailyafrica.com/bd/corporate/companies/eabl-s-kisumu-and-nairobi-biomass-plants-almost-ready-3911644
2023-06-29,156.0,"Guys need to know that there is a Liquor Store at EABL Ngumba area selling legit Drinks, Chrome included. Get from the Source or even SuperMarkets."
2023-06-26,157.0,"I have read @kisengemeshack1 work and let me tell you Maina, Bandari and KCB are the rich kids of our league while Tusker are orphans of EABL. But he also says red flags and green flag means different things. He has also sad Ambani record is story ya JABA #footballKE."
2023-06-22,152.5,@EABL_PLC a cold tusker lite for weekend manenos in Vasha @KCBGroup am depending on you to get there....then I can use your voom to settle any other bill
2023-06-22,152.5,You know.. The feeling....you don't wanna spend your money looking for the site of the Titanic.  Pop up some cold Tusker lite @EABL_PLC
2023-06-22,152.5,@EABL_PLC have gone back to the old packaging of Chrome Gin ama kitaniramba?
2023-06-21,150.0,"1 EABL beer is 300. Most will prefer quarters. Chrome, gilbeys, konyagi etc."
2023-06-20,155.0,"She would later join EABL where we witnessed Carolyne's exceptional talents as she led in the crafting of East Africa's most beloved branded TV reality show, the Tusker Project Fame."
2023-06-14,162.0,I was today years old when I learnt Balozi is EABL and not Keroche.
2023-06-12,167.0,"This is an eabl certified distributor. Usinunue kwa chrome bro, try them"
2023-06-09,165.25,@Lightroom @tusker_fc @EABL
2023-06-09,165.25,Good work. A great service to the community.
2023-06-08,154.25,Nyayo National Stadium. EABL Tusker Ground
2023-06-08,154.25,"Well done, 👏👏👏👏👏"
2023-06-08,154.25,Service to the community 👍
2023-06-08,154.25,Good work giving back to the community
2023-06-08,154.25,Job well done
2023-06-08,154.25,👏👏👏👏👏
2023-06-08,154.25,Good work
2023-06-08,154.25,Lbda reaching the community with clean water.
2023-06-08,154.25,"LBDA MD  @WycliffeOchiaga  & @KenyaBreweries MD @Markocitti  Commissioned Ujimbe Community water project in Siaya County.The project, done in partnership between LBDA & @EABLFoundation will serve 200 households,primary school, & health facilities in the region.#drivingprosperity"
2023-06-08,154.25,"Tell @EABL_PLC to send you a six pack of Smirnoff Ice Pineapple and tell me if you still feel the same.   If you do, I'll get you a bottle of your favourite mzinga!"
2023-06-05,163.5,🧤👏🏾👏🏾
2023-06-02,160.0,"Hello. You can visit our office in Ruaraka, EABL behind Garden city mall or if in town visit Urban apparels shop besides Nairobi Sports house. Contact Charles (Ruaraka)  on 0720245551 and Haron(Nairobi cbd) 0721419099. Costs 1500"
2023-05-31,150.0,Where Bwana
2023-05-31,150.0,The plan is in place.
2023-05-31,150.0,EABL please work on that potato farm called Ruaraka Stadium.  1. Level the playing surface and plant quality grass (2 months is enough for germination)  2.  Build changing rooms 3. Work on VIP stand 4. Add a few stands to accommodate like 3-5k fans This won't cost more than 100M
2023-05-31,150.0,⚽️ Upping the ante ahead of our next fixture.  #KenyaMilele #Brewers4Life @TuskerLager | @EABL_PLC
2023-05-31,150.0,"Jambo @tusker_fc, how many retweets mrudi Kinoru Stadium 🏟 kama home ground for the 2023/24 season and beyond? @TuskerLager @EABL_PLC #KenyaMilele #Brewers4Life"
2023-05-30,156.75,"The team used to be known as Kenya Breweries but rebranded to Tusker FC in 1999 to reduce clashes between the brands under KBL. Also, the company was rebranding to EABL so a change of team name also made sense."
2023-05-30,156.75,Tusker school bus donated by EABL
2023-05-30,156.75,🥇🔥
2023-05-30,156.75,Sa unataka aje?
2023-05-30,156.75,EABL products only bro. Wewe si niliacha unakunywa Smirnoff Ice? Kuna mpya
2023-05-29,147.0,Huyu msee bwana alitupeana vs Uganda last year.
2023-05-29,147.0,Alipiga msee chenga safi hpo jana ikaninice sana.
2023-05-29,147.0,The whole season we've been in safe hands 👏🏾
2023-05-29,147.0,Bwire was superb on the Sticks yesterday with brilliant saves
2023-05-29,147.0,brewers for life
2023-05-29,147.0,Brick Wall 🧱
2023-05-29,147.0,My goal keeper❤️
2023-05-29,147.0,Man was really solid yesterday. 👏
2023-05-29,147.0,"13 games, 12 clean sheets, one goal conceded. Brian Bwire. 👏  #KenyaMilele #Brewers4Life | @TuskerLager | @EABL_PLC"
2023-05-29,147.0,@TuskerLager | @EABL_PLC
2023-05-29,147.0,"You have no choice but to love the two coz one is EABL board chair, the other is the HR. Mko na choice kweli?"
2023-05-29,147.0,Huyu msee bwana alitupeana vs Uganda last year.
2023-05-26,147.0,"Hello. You can visit our office in Ruaraka, EABL behind Garden city mall or if in town visit Urban apparels shop besides Nairobi Sports house. Contact Charles (Ruaraka)  on 0720245551 and Haron(Nairobi cbd) 0721419099. Costs 1500"
2023-05-25,146.0,"How did you guys ascertain it is counterfeit, white cap and tusker are established brands, why just not close down EABL factories than extort and harass innocent business people."
2023-05-24,146.0,Tusker secondary school fc Bus donated by EABL #FootballKE
2023-05-24,146.0,We are coming to support Tusker na hao mafans wao watano na eabl's CSR budget😂
2023-05-24,146.0,Manze kuna chrome nimekunywa but naummwa na kichwa mbaya  Kwanu chrome imekuwa changaa @EABL_PLC
2023-05-23,145.25,They also need to spend more on Tusker as a club
2023-05-23,145.25,Hio storo ya our football huwa tunasema kila siku lakini hii yaa Tusker ndo tuko hapa
2023-05-22,145.5,"Drinking habits have changed greatly.Few years ago when I drank liberally, my good old Tusker was all the rage. Nobody drinks it anymore. Even Guinness is not common anymore. Don't even mention Pilsner, last time I saw it was like 10 years ago, literally!@eabl"
2023-05-22,145.5,"Drinking habits have changed greatly.Few years ago when I drank liberally, my good old Tusker was all the rage. Nobody drinks it anymore. Even Guinness is not common anymore. Don't even mention Pilsner, last time I saw it was like 10 years ago, literally!@eabl"
2023-05-22,145.5,"Drinking habits have changed greatly.Few years ago when I drank liberally, my good old Tusker was all the rage. Nobody drinks it anymore. Even Guinness is not common anymore. Don't even mention Pilsner, last time I saw it was like 10 years ago, literally!@eabl"
2023-05-22,145.5,It's actually less than a PR budget @EABL_PLC @tuskerlite @tuskerlite @TuskerMaltLager is just not serious about football. Look at the pathetic grounds where Tusker plays
2023-05-22,145.5,Tusker has 14 fans @nyar_gero  included. If you think am joking kindly count. So let me explain it tusker has more player and technical bench team than all their fans in Kenya. Okay let me explain it futher they are a plastic team surviving on CSR budget at EABL #footballKE.
2023-05-12,138.0,"Wishing you all a blessed Furahiday. Wa Aluta na wa Tusker, iwabambe vifiti.  First time jamming this faya tune with my brother @shamirtadeiya 🙌🏿🔥💯💃🏿🕺🏿 Stream ""Tusker Na Reggae"" on YT @TuskerMaltLager @EABL_PLC @OfficialEABL #kaziyashamir #bintiafrikamusic"
2023-05-08,149.0,By the way is Kinoru govt managed? cos hadi wa leo sijawahi elewa
2023-05-08,149.0,"Look at kinoru stadium, zoom in the pitch, even your own compound can't be like that. What did the PS do about it after visiting @jmueke, where is the report."
2023-05-08,149.0,"Soon you guys will be playing your matches at complex with all that resource, you are just an entity for some individuals."
2023-05-08,149.0,The fact that they build this ki-structure juzi tu rather than using that space for hata stands or something tell you alot... zero plans for the team
2023-05-08,149.0,Kuna base flani mi huenda hapo nje ya gate at half time nikiendea beer zangu🤣
2023-05-08,149.0,nyinyi hata mkono choo kweli
2023-05-08,149.0,Haikua ikue personal🤣🤣 But @tusker_fc @EABL_PLC @TuskerLager need to do something about this pitch...
2023-05-04,150.0,"Problem with u is you're fighting even legit eabl beers like ..tusker, pilsner,etc."
2023-05-04,150.0,"Problem with u is you're fighting even legit eabl beers like ..tusker, pilsner,etc."
2023-05-03,145.0,No they aren’t ! Just like EABL “rebranded “ Chrome Gin .. everyone says the current gin tastes better than the other green one .
2023-05-02,155.0,Petition for @EABL_PLC to bring back Pilsner ICE 👌🏾  [image courtesy]
2023-04-28,160.0,"@EABL_PLC CEO Jane Karuku together with Andrew Kilonzo, MD of Uganda Breweries, say the Supreme Court  condemned them unheard when it ruled in favour of Bia Tosha and sent the matter back to the High Court for hearing of the contempt of court application against KBL officials."
2023-04-28,160.0,"EABL CEO Jane Karuku together with Andrew Kilonzo, MD of Uganda Breweries, say the supreme court condemned them unheard when it ruled in favour of Bia Tosha and sent the matter back to the High Court for hearing of the contempt of court application against KBL officials."
2023-04-27,160.0,Uganda 9th in alcohol consumption in the World.Thank you @NBLUganda @EABL_PLC #enguli #tonto #waragi
2023-04-25,165.0,This Wednesday @nzoiasugarfc2 will climb to position 2. We are sending the poster man to deliver sugar to EABL where @tusker_fc will be waiting. We can't travel for 8 hours and lose a game. #Khupakhuche
2023-04-20,160.0,We know how Tusker FC operates. That money will neber be claimed by EABL who sponsors the team that's why they share it. This is not Kakamega Homeboyz. Tuwache PR mingi na jasho ya wachezaji
2023-04-20,160.0,"Hello. You can visit our office in Ruaraka, EABL behind Garden city mall or if in town visit Urban apparels shop besides Nairobi Sports house. Contact Charles (Ruaraka)  on 0720245551 and Haron(Nairobi cbd) 0721419099. Costs 1500"
2023-04-19,164.0,Somebody get Diageo on the phone! We need to talk. This year we won't let your eabl guys do Oktobafest in peace... our plan was to have ALL BEERS not just TUSKER. @osoroKE @AllanNyash @NonieMG @Honeyfarsafi @WaruiJohn2 @Kimuzi_
2023-04-19,164.0,"When I was interning at EABL, we would hide a few bottles of Smirnoff  ICE and drink after lunch. I really loved the drink until I was told that was a panty remover. Is that true? Naona dem akitaka kupeana, bado atapena, hata akunywe mursik ama Dasani"
2023-04-18,168.0,The brand needs to wake up
2023-04-18,168.0,such a shame for a brand of this magnitude
2023-04-18,168.0,Korekt.  But it's better to have 18 quality rented than 2 overused stadiums
2023-04-18,168.0,Meaning i literal sense... only Tusker has a ground of their own🤣🤣 hao wengine ni renting tu
2023-04-18,168.0,Now they do know that @tusker_fc exists.  We have tweeted for Public information
2023-04-18,168.0,"Yes,  I agree.  But we have to appreciate the leadership for putting sports first.  Nyayo and Kasarani too belong to the Government"
2023-04-18,168.0,"It's theirs. Ask me how  1. For several years we haven't seen such initiatives.  KRA had a team, did nothing So when their leaders make sports a priority we need to give it to them"
2023-04-18,168.0,Those ulinzi and police grounds are government facilities. For your information!
2023-04-18,168.0,"They won't, hawa ni subordinate staff,they probably don't even know they exist"
2023-04-18,168.0,"Thats why @Mr90Plus pale #The90PlusShow #Strictly254  insisted on club licensing... which include stadia, training grounds, academies & blah blah blah... kama hauna ground yenyu, usikam EPL (quality grounds)... kaa huko NSL ama DIV 1 or 2"
2023-04-18,168.0,🤣🤣 fair enough...but pia kumbuka this guys are actually using taxpayers money... it's shouldnt really be their stadium
2023-04-18,168.0,"It has an effect,  1. It has reduced congestion and overuse of Nyayo and Kasarani  2. Police and Ulinzi are steadily growing their fanbase  3. More stadium will eradicate this double headers that start at 1pm"
2023-04-18,168.0,"Ulinzi and Police have done it. That means we don't need the ""2 Big teams"" to do it.  Tusker already have a ground. What they need is an upgrade.  Gor and AFC bado wanapenda siasa.  Leave them!"
2023-04-18,168.0,"I think you should start with the two ""biggest clubs"" in kenya... if Gor & AFC decided to build one for each, then that would push the other teams or FKF.  Ulinzi & Police have done it... has it had any effect? None!"
2023-04-18,168.0,I am advocating for proper playing surfaces across the country.  Tusker under @EABL_PLC should lead the way.  It's more than which club I support  #FootballKE
2023-04-18,168.0,It's bad very bad.  It's upto @EABL_PLC to change things #FootballKE
2023-04-18,168.0,"Bruh, you support Gor that doesnt even have its own training ground 🤣🤣"
2023-04-18,168.0,👏👏👏👏
2023-04-18,168.0,"It actually looks better than it was,kama bado haijafika ile level ya thika stadium,sioni waki fanya anything."
2023-04-18,168.0,"achana ata na VIP stand kwanza, Surface Muhimu #FootballKe"
2023-04-18,168.0,heheeee
2023-04-18,168.0,"I eat, sleep, drink local football  Always follow #FootballKE  That's our #tag for local soccer ⚽"
2023-04-18,168.0,You're very passionate about football (local) and I really admire that. Not a Journalist but I always rely on you for local football insights.
2023-04-18,168.0,Extremely MEAN yet they make Billions in profits
2023-04-18,168.0,Iwacho ni potential league winners are so mean😂
2023-04-18,168.0,"Good morning @tuskerlite @TuskerMaltLager @TuskerCider @TuskerLager @tuskerlite256  This is the homeground of @tusker_fc a club that has brought you so much publicity. sinking 100M into playing surface, changing rooms and a couple of stands won't hurt. Cc: @EABL_PLC #FootballKE"
2023-04-18,168.0,"I thought that was fake news and eabl made an official statement ... Im not disputing theres counterfeit liquor thats a national scourge im just saying the liquor being sold io yuwekwa all sorts of things ,rats whatever thats different ,chrome ndio inaekwa picha ya rao sasa ama?"
2023-04-17,169.0,Then you were blinded ingia kariobagi upatane na tusker and all EAbl brands you can’t tell the difference
2023-04-14,169.5,Uko confident na EABL is running Chrome adverts on SM and billboards😂
2023-04-14,169.5,REMINDER 🔔 EABL stopped production of Chrome
2023-04-13,169.5,Tusker busia uganda ni 100 na kenya side ni 250 (both from EABL)
2023-04-13,169.5,Tusker busia uganda ni 100 na kenya side ni 250 (both from EABL)
2023-04-12,169.0,"Good afternoon @TuskerLager @TuskerMaltLager @TuskerCider @tuskerlite am sure 50M - 100M would drastically change the face of Ruaraka ""stadium"" 1. VIP area 2. Changing rooms 3.washrooms 4. Solar floodlights 5. Additional stands And @tusker_fc Will be happy  Cc: @EABL_PLC"
2023-04-11,169.5,Mboka ni mboka @kefwaofficial @EABL_PLC @tusker_fc your legend
2023-04-06,167.25,How EABL went back to the table to make Pilsner Mfalme a competition for DJs who won’t play in the club?   👀   Shida ya wakenya na watu in general ya hatupendi na kuogopa kubadilika.
2023-04-06,167.25,Thank you @bbstvug @NabaggalaSandie spreading the gospel of a cleaner #Uganda for #tourism. #LetThePearlShine #MissTourismUganda project 2023. @nemaugED @nemaug @valokecho @stanbicug @EABL_PLC @HimaCement @TourBugandaUG @umar_mu @EricNtalo @mugarra @LillyAjarova @MTWAUganda
2023-04-04,170.0,Whitecap ilisifiwa wakaharibu quality. Sasa wasijaribu kuguza Balozi acha ibaki ya wenye wanaijua
2023-04-04,170.0,Usikue mjinga wee mzee..... Balozi ni ya Eabl
2023-04-03,170.0,Hehe hio nakunywanga time to time lakini kawaida setting haiwezi kosa balozi
2023-04-03,170.0,Summit ndio ya keroche... Eabl came up with Balozi to try and dilute the market dorminance of summit because it was eating up on tuskers market base....
2023-04-03,170.0,Kwani kuna balozi ingine wacha EABL?
2023-04-03,170.0,"Nooooo, last time the marketed whitecap the taste got diluted for the worse.  Waachane na Balozi tu vile iko"
2023-04-03,170.0,I love Balozi..hii kwanza hutaka unabugia after ameuma kanyama..
2023-04-03,170.0,"I hope @EABL_PLC has realised that many Kenyans believe or think Balozi Beer is a @keroche_ltd brand. Balozi is a beer way beyond any other in the market. When an opportunity to market it comes, watu wa Agency wenye watapewa hiyo kazi wanikumbuke...for now I market it for free"
2023-04-03,170.0,"Interestingly, balozi belongs to EABL"
2023-04-03,170.0,"Balozi is for EABL and its my favorite local beer,Keroche has Summit lager"
2023-04-03,170.0,I hope you're not or EABL advocatimg for someone to swallow 10 of Balozi?
2023-04-03,170.0,I don't know.  I have had both and I think Balozi Is better. I have no idea how @EABL_PLC doesn't market it as much as other brands. Probably the best Lager in East Africa!
2023-04-03,170.0,"Maybe you meant KB beer, Balozi is for EABL"
2023-04-03,170.0,Balozi is nice. Also it’s an EABL drink. Pombe ya wazee.  So hi mzee.
2023-04-03,170.0,Na mwache kusifu Balozi sana. We all know what EABL does to beers that almost try to cannibalize Tusker.
2023-04-03,170.0,Balozi is actually EABL...  Summit is Keroche.
2023-04-03,170.0,Na mwache kusifu Balozi sana. We all know what EABL does to beers that almost try to cannibalize Tusker.
2023-03-31,170.0,"March was a phenomenal month for us, we received 2 award, new partners, Entered a new community and launched a new project. Special shout outs to @SafaricomFDN , @zuri_awards  and @EABLFoundation"
2023-03-31,170.0,"Attention party lovers! Get ready to unleash your edge at the Smirnoff “Unleash Your Edge Fiesta” party happening on April 8, 2023, at Machakos Gold Club! https://www.tuko.co.ke/business-economy/500470-ultimate-experience-smirnoff-fiesta-party-heads-machakos-town/ @EABL_PLC @KenyaBreweries"
2023-03-29,175.0,Ooh @tusker_fest kisumu oohh @Pilsnerlager ke wako na fest  naks na sisi watu wa @WhiteCapLager na Balozi @EABL_PLC  mmeamua tuwachewe mjini ...ainashida soon wa babaz wa whitecap tutapatana bypass tukule ka nyama we discuss way forward
2023-03-29,175.0,Ooh @tusker_fest kisumu oohh @Pilsnerlager ke wako na fest  naks na sisi watu wa @WhiteCapLager na Balozi @EABL_PLC  mmeamua tuwachewe mjini ...ainashida soon wa babaz wa whitecap tutapatana bypass tukule ka nyama we discuss way forward
2023-03-29,175.0,Have you ever thought abt the youths in Uganda tht carried out dms outlet validation one year ago and are yet to be paid. Kindly but urgently pay us @NBLUganda @kaskazinetwork @MinistryOfLabo2
2023-03-28,171.0,"@UgandaBreweries together with @kaskazi network,, why ndont u clear western uganda validators,, being quite doesnt mean that u should violate our rights,, that is the money that we worked for @Kilonzo_Andrew @EABL_PLC @Diageo_News"
2023-03-21,170.0,The only small win you  should accomplish of now is making sure that you pay our debts .imagine it's a year and some good months now  after we completed validation in all  regions of Uganda and are yet to be   paid  @ntvkenya @kaskazinetwork @EABL_PLC @MinistryOfLabo2
2023-03-20,170.0,Thanks for the wonderful deeds but have you ever  thought about the youths that have  an overdue debt with @UgandaBreweries and  @kaskazinetwork after carrying out validation in regions of Uganda
